Citing_PaperID,Cited_PaperID
2974912297,291320079
2967191196,376344434
2997148192,376344434
2973048827,565054991
2973048827,565054991
2973048827,565054991
2979444285,568305466
2969077039,569479482
2969077039,569479482
2969077039,569479482
2969077039,569479482
2969077039,569479482
2969077039,569479482
2969077039,569479482
2969077039,569479482
2981992512,582671605
2991724865,585569843
2959312411,592071287
2959312411,592071287
2899902321,595168094
3028277810,612366429
2922037665,615423031
2922037665,615423031
2921211725,620388516
2921211725,620388516
2987432074,644109275
2987432074,644109275
3003014013,655997201
2918987905,1485076960
3011083280,1495714998
3011083280,1495714998
3011083280,1495714998
2903860884,1499106858
2988155752,1523264261
2988155752,1523264261
2977953329,1537189132
2943956487,1549271527
2965106533,1560611397
2965106533,1560611397
2965106533,1560611397
2914656668,1565841233
2947683429,1565841233
2947795787,1565841233
2979085766,1565841233
2972922832,1576618565
2979971775,1584384315
2979971775,1584384315
2985618495,1614221214
2996087094,1614221214
2935734829,1781263717
2896110422,1977784628
2946957565,1977784628
2946957565,1977784628
2947083361,1977784628
2947083361,1977784628
2896110422,1977784628
2946957565,1977784628
2946957565,1977784628
2947083361,1977784628
2947083361,1977784628
2979800909,1977840920
2975567221,1991615538
2952298880,2000110937
2973423524,2003713999
2960819884,2038338986
2906883019,2047031466
2906883019,2047031466
2906883019,2047031466
2997026067,2064427688
2920685314,2086554788
2949206537,2086554788
2979195451,2086554788
3003435666,2086554788
3010848416,2086554788
2920685314,2086554788
2949206537,2086554788
2979195451,2086554788
3003435666,2086554788
3010848416,2086554788
2920685314,2086554788
2949206537,2086554788
2979195451,2086554788
3003435666,2086554788
3010848416,2086554788
2920685314,2086554788
2949206537,2086554788
2979195451,2086554788
3003435666,2086554788
3010848416,2086554788
2920685314,2086554788
2949206537,2086554788
2979195451,2086554788
3003435666,2086554788
3010848416,2086554788
2920685314,2086554788
2949206537,2086554788
2979195451,2086554788
3003435666,2086554788
3010848416,2086554788
3001290093,2115702124
2973712167,2122915031
2973295735,2123792422
2888183991,2265352483
2996531817,2484789115
2975437008,2492404227
2968020966,2577513761
2969046050,2577513761
2993575107,2577513761
2952196730,2580157678
2905095463,2588806042
3081835913,2596324452
3081835913,2596324452
2614140254,2614140254
2982006596,2617753874
2990675677,2697521704
2998812805,2737373382
2998812805,2737373382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2903232768,2763062382
2984280066,2768825238
2984280066,2768825238
2984280066,2768825238
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2996194090,2778368996
2990096473,2782521600
2955237806,2787614230
2955237806,2787614230
2955237806,2787614230
2955237806,2787614230
2948328435,2792642883
2948328435,2792642883
2997649570,2792642883
2953468693,2793592149
2953468693,2793592149
2953468693,2793592149
2953468693,2793592149
2975309829,2798444680
2976024022,2798444680
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2895680541,2801263766
2955651433,2803868472
2996441731,2805749361
2979339421,2807112485
2898212167,2808312972
2887727312,2886017666
2887727312,2886017666
2992824046,2887329557
2947919044,2888864300
2947919044,2888864300
2885460388,2892461382
2885460388,2892461382
2948454341,2892461382
2948467702,2892461382
2948777024,2892461382
2948905032,2892461382
2984678145,2896004904
2883362974,2896215174
2985387924,2896409175
2982170437,2897369799
2965838856,2898085093
2916065715,2898452006
2916065715,2898452006
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2969676102,2898490774
2943883140,2898569965
2930995991,2900494672
2963400143,2900953867
2963400143,2900953867
2982009988,2902866372
3013943637,2903251554
2989420283,2903673327
2986402654,2903908923
2951081704,2904003227
2921891997,2904119088
2969728523,2906269190
2906758876,2907184421
2907619493,2907184421
2907834011,2907184421
2983531441,2907276286
2998903689,2907303733
2967363277,2909536802
2944511652,2910924948
2968453991,2910924948
2968453991,2910924948
2968453991,2910924948
2944511652,2910924948
2968453991,2910924948
2968453991,2910924948
2968453991,2910924948
2944511652,2910924948
2968453991,2910924948
2968453991,2910924948
2968453991,2910924948
2998291965,2911199552
3007272189,2911283450
2997952522,2911419626
2997952522,2911419626
3111067421,2911624371
2979883564,2911708367
2913229586,2911728843
2913229586,2911728843
2913229586,2911728843
2913229586,2911728843
2913229586,2911728843
2913229586,2911728843
2913229586,2911728843
2913229586,2911728843
2983690781,2912656646
2946992046,2912896511
2946992046,2912896511
2946992046,2912896511
2946992046,2912896511
2946992046,2912896511
2946992046,2912896511
2946992046,2912896511
2946992046,2912896511
2946992046,2912896511
2946992046,2912896511
3029937593,2913022536
2988919590,2913321850
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2978475486,2913718182
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
2982176650,2913876718
3004542617,2914024436
3004542617,2914024436
3004542617,2914024436
3004542617,2914024436
3004542617,2914024436
3004542617,2914024436
2994977660,2914199822
3130617593,2914322857
2963786119,2915985209
2963786119,2915985209
2963786119,2915985209
2963786119,2915985209
2987432074,2916649103
2996422175,2916670742
2998322390,2916864186
2998322390,2916864186
3029937593,2916866826
3029937593,2916866826
2979724355,2916959333
2944151977,2917210328
2944151977,2917210328
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
2920302986,2918276157
3013349931,2919132139
2920302986,2919493209
2920302986,2919493209
2920302986,2919493209
2920302986,2919493209
2920302986,2919493209
2920302986,2919493209
2920302986,2919549408
2920302986,2919549408
2920302986,2919549408
2920302986,2919549408
2920302986,2919549408
2920302986,2919549408
2975882763,2920545884
2975882763,2920545884
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2920302986,2920734376
2982009988,2920818788
2971380578,2920890704
2922293927,2920926542
2922293927,2920926542
2922293927,2920926542
2922293927,2920926542
2922293927,2920926542
2922293927,2920926542
2913229586,2921861880
2913229586,2921861880
2913229586,2921861880
2913229586,2921861880
2913229586,2921861880
2913229586,2921861880
2913229586,2921861880
2913229586,2921861880
2969718839,2921894995
2969718839,2921894995
2994163668,2922468171
3040914426,2924594037
2966712342,2925608653
2998056337,2931915425
3001592425,2933122849
3001592425,2933122849
3016861975,2933595947
2936228175,2936987453
2936228175,2936987453
2936987453,2938726461
2936987453,2938726461
2936987453,2938726461
2936987453,2938726461
2936228175,2938760718
2936228175,2938760718
2972549272,2939540260
2991573790,2939648321
2936228175,2939870371
2997498118,2940084900
2997498118,2940084900
2997498118,2940084900
2997498118,2940084900
2997498118,2940084900
2941480190,2940866118
2997105534,2942281833
2997105534,2942281833
2966271436,2942385162
2969313381,2942943497
2997148192,2943952542
2969220443,2943997701
2943905288,2944162084
2943905288,2944162084
2943905288,2944162084
2943905288,2944162084
2988359146,2944471867
2984890699,2944533595
2944151977,2944597451
2944151977,2944597451
2944151977,2944667004
2944151977,2944667004
2946305604,2945355447
2932924502,2945527849
3003568108,2945963038
2982064415,2946371755
2982064415,2946371755
2997370306,2946707887
2997370306,2946707887
2997370306,2946707887
2997370306,2946707887
3210596936,2946889909
3210596936,2946889909
3210596936,2946990474
3210596936,2946992046
3210596936,2946992046
2968921653,2947094413
3210596936,2947142783
3210596936,2947304555
3011986596,2947864713
2947747041,2948011638
2948328435,2948104474
2948328435,2948104474
2948328435,2948139473
2948328435,2948139473
2948328435,2948595990
2948328435,2948595990
3003415443,2949059146
3017448609,2949059146
2965347744,2949474703
2966563868,2949474703
2999019565,2949512838
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
3038812946,2950091781
2966117700,2950401343
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2995706639,2953207103
2997086605,2953401725
3007617917,2954018746
3007617917,2954018746
2958557134,2954171780
2981363915,2954191091
2998411526,2954191091
2994361710,2954324385
2994361710,2954324385
3007317823,2955815408
2941228618,2956059188
2941228618,2956059188
3007565733,2956680031
2958557134,2957226086
2958557134,2958424975
2958557134,2958424975
2994933822,2959620254
2995155794,2959620254
2995294437,2959620254
2995312499,2959620254
2995313627,2959620254
2995468936,2959620254
2995482031,2959620254
2995776020,2959620254
2996242406,2959620254
2996291328,2959620254
2996310118,2959620254
2996327612,2959620254
2996410524,2959620254
2996423798,2959620254
2994310383,2962533379
3035800537,2963006485
3035800537,2963006485
3035800537,2963006485
3035800537,2963006485
2971022203,2963212730
3022242974,2964176988
3049598132,2964334497
2964646489,2964431499
2964646489,2964431499
2986321691,2964551532
3007272189,2964646489
3007272189,2964646489
